ID,PROB
ccf4cd93d5c32cd8a59809d54b4d53ac,0.09343600155108868
56605a660d18549592653ff6941186f1,0.13964283616364193
bda5f84c05e5695a7ec10550b457890f,0.7400224064930349
a2f1c04bc3acf2222e658a897400798f,0.14246798289821894
e83aadc3b0d25dbc12a35551afa25807,0.13843416468929448
7a0899c948f9a8fef6242c9305b5b924,0.11843968853544974
dab1bf33ee91ca1e3f0382a5bed1f25b,0.1868476730719825
a33172571f38a7f5bf1d156ef66e17c5,0.051197692274514706
74b36d2bdcd87df929f31ff3a8627192,0.21652836896562278
c00ec642a81f413de505cf507296e78c,0.036150732696149164
f956d468f438e42fc5bdd83f6986b96f,0.1678448846813033
9946145450c6430abea51a7ac8355fde,0.17184723558714748
e3edc3a937e01b3f1140bb9f6b70be16,0.01657988776381902
b8f4ab48fa1d9475d8645e0f2b7751cc,0.6063800706355464
e68770f8fafaebfc5595f759ba7015d2,0.2778565216675528
b083e9d1517fc9bc588e50696be29c43,0.14046916750595909
6f4ae9fac912f6250efb67e51043496b,0.004712054640791082
d4f896e53f432294506bc555b2398475,0.03631198308396411
4a05342a2f103d75c0ce46664814a04a,0.02318806076530102
5433ccbef1cbd68195c46e48088f8d7d,0.10579318465342706
0fc5f80e76c39168f5950664a8fc425e,0.18968046864245067
d500ab6b961fdefa0307d7dc10ff507b,0.12181677408228268
82d0811c18adf5b14c7cb2288dd8c714,0.7041894745221791
9fe5a28a00b4feffe765c94d14a6e63f,0.05870271318132712
9b02613119495af5bfc5069ea8be4c31,0.15834668211770028
fd0a7ce3aa9049ff9f9e2f0cf6aa7bba,0.15595411958632174
65012e02ff42cf640514e6d65bac04aa,0.020811735866385277
122b1497e2221c08be2e86ffcd69da55,0.06535225744393741
6cbd9dbd73a8ae7578f8b2fdc071d954,0.04530108740498325
f973f79e4751cb7e2f8153229eb5c589,0.2733145306898105
19e8077a2d99f39762031d00bcd0db21,0.34344475263479685
793cd23cf2e3ecdb6f78e984e01dab90,0.18978562504925875
b4bcf26618dfdea8ea27e627c6f01274,0.21852553379365963
4f68489dc2c69fd696c8e1b7534332fa,0.09636048301931385
ae27f92235a51df0eca5d10c9265b87c,0.18501993530441802
3338ab0f62287e3e94e994eb1e81a55d,0.37303979905034707
04d39ba0193fc0decfa1ff36a280e88f,0.16958961233033967
94290bb2ece1dc47de3b3cd097d20514,0.12890122941776644
08951455f745d7e28a649f8bdc1e501b,0.07778014355531165
7ca2d2b14b47378e34926a97d34e6f44,0.08489919911498964
724ed14015e8af8eac7a1e4b40a21753,0.16524065785635692
735a7e19c4982ce4dc2d2dcebd0de14e,0.25141368800729913
d955526958409a459f29538ef343591f,0.1649088454176229
c4d7661074aa84b6526df3ac4e98538b,0.10764806627625059
8479bc511c1a0792ecd896390869902a,0.4391392848983023
545bc3a9e6f191b7d469a19bf2d89d9f,0.04108773262270311
fe54a279ef8f73dc203e8edc9bd683dd,0.06850379880037706
1c45957110d86aa770a83a42423dad45,0.018368728585218277
d057bce7514aeae730b7a07fc3391cff,0.02598099808691573
d7ebb564010d33ba4eb27e13944a22b5,0.12378584586978204
12e19604c4deeaafd5ced1e3b56550ac,0.6337627424545381
